contest,choice,precinct_id,vote,polling_place_votes,early_votes,late_early_votes,provisional_votes,party_name,contest_name,candidate,precinct_designation,precinct,votes_allowed,referendum_flag
0,0,0,786,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Red Butte,0,
0,0,0,116,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Painted Desert,0,
0,0,0,17,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Hubbell,0,
0,0,0,555,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Black Buttes,0,
0,0,0,148,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Cedar Valley,0,
0,0,0,57,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Stone Butte,0,
0,0,0,520,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Pioneer,0,
0,0,0,259,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Antelope,0,
0,0,0,82,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Juniper,0,
0,0,1,68,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Bison,0,
0,0,1,189,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Mogollon,0,
0,0,1,78,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Woodland,0,
0,0,1,539,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Sitgreaves,0,
0,0,1,807,0,0,0,0,0,,Registered Voters,REGISTERED VOTERS,Sunrise,0,
0,0,0,121,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Red Butte,0,
0,0,0,15,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Painted Desert,0,
0,0,0,8,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Hubbell,0,
0,0,0,126,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Black Buttes,0,
0,0,0,13,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Cedar Valley,0,
0,0,0,4,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Stone Butte,0,
0,0,0,437,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Pioneer,0,
0,0,0,128,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Antelope,0,
0,0,0,55,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Juniper,0,
0,0,1,54,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Bison,0,
0,0,1,146,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Mogollon,0,
0,0,1,54,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Woodland,0,
0,0,1,396,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Sitgreaves,0,
0,0,1,326,0,0,0,0,0,REP,REGISTERED VOTERS - REPUBLICAN PARTY,REGISTERED VOTERS - REPUBLICAN PARTY,Sunrise,0,
0,0,0,663,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Red Butte,0,
0,0,0,101,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Painted Desert,0,
0,0,0,8,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Hubbell,0,
0,0,0,427,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Black Buttes,0,
0,0,0,135,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Cedar Valley,0,
0,0,0,52,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Stone Butte,0,
0,0,0,83,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Pioneer,0,
0,0,0,131,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Antelope,0,
0,0,0,26,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Juniper,0,
0,0,1,13,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Bison,0,
0,0,1,43,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Mogollon,0,
0,0,1,24,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Woodland,0,
0,0,1,142,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Sitgreaves,0,
0,0,1,480,0,0,0,0,0,DEM,REGISTERED VOTERS - DEMOCRATIC PARTY,REGISTERED VOTERS - DEMOCRATIC PARTY,Sunrise,0,
0,0,0,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Red Butte,0,
0,0,0,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Painted Desert,0,
0,0,0,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Hubbell,0,
0,0,0,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Black Buttes,0,
0,0,0,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Cedar Valley,0,
0,0,0,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Stone Butte,0,
0,0,0,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Pioneer,0,
0,0,0,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Antelope,0,
0,0,0,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Juniper,0,
0,0,1,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Bison,0,
0,0,1,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Mogollon,0,
0,0,1,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Woodland,0,
0,0,1,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Sitgreaves,0,
0,0,1,0,0,0,0,0,0,GRN,REGISTERED VOTERS - GREEN PARTY,REGISTERED VOTERS - GREEN PARTY,Sunrise,0,
0,0,0,245,161,61,7,15,0,,Ballots Cast,BALLOTS CAST,Red Butte,0,
0,0,0,55,41,9,1,4,0,,Ballots Cast,BALLOTS CAST,Painted Desert,0,
0,0,0,8,3,3,0,0,0,,Ballots Cast,BALLOTS CAST,Hubbell,0,
0,0,0,199,74,104,6,13,0,,Ballots Cast,BALLOTS CAST,Black Buttes,0,
0,0,0,50,31,11,1,5,0,,Ballots Cast,BALLOTS CAST,Cedar Valley,0,
0,0,0,17,13,2,0,1,0,,Ballots Cast,BALLOTS CAST,Stone Butte,0,
0,0,0,271,109,128,24,9,0,,Ballots Cast,BALLOTS CAST,Pioneer,0,
0,0,0,101,32,57,9,2,0,,Ballots Cast,BALLOTS CAST,Antelope,0,
0,0,0,45,10,30,3,1,0,,Ballots Cast,BALLOTS CAST,Juniper,0,
0,0,1,39,17,17,4,0,0,,Ballots Cast,BALLOTS CAST,Bison,0,
0,0,1,112,27,70,12,3,0,,Ballots Cast,BALLOTS CAST,Mogollon,0,
0,0,1,35,4,24,4,1,0,,Ballots Cast,BALLOTS CAST,Woodland,0,
0,0,1,295,68,200,22,5,0,,Ballots Cast,BALLOTS CAST,Sitgreaves,0,
0,0,1,327,112,180,18,15,0,,Ballots Cast,BALLOTS CAST,Sunrise,0,
0,0,0,27,17,7,1,1,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Red Butte,0,
0,0,0,20,16,2,0,0,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Painted Desert,0,
0,0,0,5,2,2,0,0,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Hubbell,0,
0,0,0,52,18,28,2,3,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Black Buttes,0,
0,0,0,2,1,1,0,0,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Cedar Valley,0,
0,0,0,1,0,0,0,0,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Stone Butte,0,
0,0,0,238,101,104,22,8,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Pioneer,0,
0,0,0,52,19,26,5,0,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Antelope,0,
0,0,0,32,8,20,3,0,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Juniper,0,
0,0,1,33,14,14,3,0,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Bison,0,
0,0,1,89,23,53,10,2,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Mogollon,0,
0,0,1,24,4,15,3,0,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Woodland,0,
0,0,1,229,58,148,18,4,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Sitgreaves,0,
0,0,1,169,40,110,12,6,0,REP,BALLOTS CAST - REPUBLICAN PARTY,BALLOTS CAST - REPUBLICAN PARTY,Sunrise,0,
0,0,0,217,143,54,6,14,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Red Butte,0,
0,0,0,35,24,6,1,3,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Painted Desert,0,
0,0,0,3,1,1,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Hubbell,0,
0,0,0,147,56,76,4,10,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Black Buttes,0,
0,0,0,47,30,10,1,5,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Cedar Valley,0,
0,0,0,16,12,1,0,1,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Stone Butte,0,
0,0,0,33,8,23,1,0,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Pioneer,0,
0,0,0,49,13,30,3,1,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Antelope,0,
0,0,0,12,2,9,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Juniper,0,
0,0,1,6,2,3,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Bison,0,
0,0,1,23,4,16,2,0,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Mogollon,0,
0,0,1,10,0,9,0,0,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Woodland,0,
0,0,1,66,10,51,4,0,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Sitgreaves,0,
0,0,1,157,71,69,6,9,0,DEM,BALLOTS CAST - DEMOCRATIC PARTY,BALLOTS CAST - DEMOCRATIC PARTY,Sunrise,0,
0,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Red Butte,0,
0,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Painted Desert,0,
0,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Hubbell,0,
0,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Black Buttes,0,
0,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Cedar Valley,0,
0,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Stone Butte,0,
0,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Pioneer,0,
0,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Antelope,0,
0,0,0,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Juniper,0,
0,0,1,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Bison,0,
0,0,1,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Mogollon,0,
0,0,1,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Woodland,0,
0,0,1,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Sitgreaves,0,
0,0,1,0,0,0,0,0,0,GRN,BALLOTS CAST - GREEN PARTY,BALLOTS CAST - GREEN PARTY,Sunrise,0,
0,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Red Butte,0,
0,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Painted Desert,0,
0,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Hubbell,0,
0,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Black Buttes,0,
0,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Cedar Valley,0,
0,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Stone Butte,0,
0,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Pioneer,0,
0,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Antelope,0,
0,0,0,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Juniper,0,
0,0,1,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Bison,0,
0,0,1,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Mogollon,0,
0,0,1,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Woodland,0,
0,0,1,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Sitgreaves,0,
0,0,1,0,0,0,0,0,0,,BALLOTS CAST - NONPARTISAN,BALLOTS CAST - NONPARTISAN,Sunrise,0,
1,0,0,2,2,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Red Butte,0,
1,0,0,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Painted Desert,0,
1,0,0,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Hubbell,0,
1,0,0,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Black Buttes,0,
1,0,0,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Cedar Valley,0,
1,0,0,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Stone Butte,0,
1,0,0,1,1,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Pioneer,0,
1,0,0,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Antelope,0,
1,0,0,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Juniper,0,
1,0,1,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Bison,0,
1,0,1,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Mogollon,0,
1,0,1,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Woodland,0,
1,0,1,0,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Sitgreaves,0,
1,0,1,1,0,0,0,0,0,,Blank Ballots Cast,BALLOTS CAST - BLANK,Sunrise,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Red Butte,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Painted Desert,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Hubbell,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Black Buttes,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Cedar Valley,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Stone Butte,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Pioneer,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Antelope,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Juniper,0,
10,0,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Bison,0,
10,0,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Mogollon,0,
10,0,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Woodland,0,
10,0,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Sitgreaves,0,
10,0,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"SANTORUM, RICK",Sunrise,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Red Butte,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Painted Desert,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Hubbell,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Black Buttes,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Cedar Valley,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Stone Butte,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Pioneer,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Antelope,0,
10,0,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Juniper,0,
10,0,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Bison,0,
10,0,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Mogollon,0,
10,0,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Woodland,0,
10,0,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Sitgreaves,0,
10,0,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,"COOK, TIM",Sunrise,0,
