contest,choice,precinct_id,vote,polling_place_votes,early_votes,late_early_votes,provisional_votes,party_name,contest_name,candidate,precinct_designation,precinct,votes_allowed,referendum_flag
10,1,0,1,1,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Red Butte,0,
10,1,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Painted Desert,0,
10,1,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Hubbell,0,
10,1,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Black Buttes,0,
10,1,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Cedar Valley,0,
10,1,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Stone Butte,0,
10,1,0,1,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Pioneer,0,
10,1,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Antelope,0,
10,1,0,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Juniper,0,
10,1,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Bison,0,
10,1,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Mogollon,0,
10,1,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Woodland,0,
10,1,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Sitgreaves,0,
10,1,1,0,0,0,0,0,0,REP,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Sunrise,0,
10,0,0,1,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Red Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Painted Desert,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Hubbell,0,
10,0,0,2,0,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Black Buttes,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Cedar Valley,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Stone Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Pioneer,0,
10,0,0,1,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Antelope,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Juniper,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Bison,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Mogollon,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Woodland,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Sitgreaves,0,
10,0,1,1,0,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"DE LA FUENTE, ROQUE ""ROCKY""",Sunrise,0,
10,0,0,2,1,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Red Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Painted Desert,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Hubbell,0,
10,0,0,1,0,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Black Buttes,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Cedar Valley,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Stone Butte,0,
10,0,0,1,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Pioneer,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Antelope,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Juniper,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Bison,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Mogollon,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Woodland,0,
10,0,1,1,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Sitgreaves,0,
10,0,1,1,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"STEINBERG, MICHAEL",Sunrise,0,
10,0,0,63,43,14,2,4,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Red Butte,0,
10,0,0,9,5,1,0,1,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Painted Desert,0,
10,0,0,1,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Hubbell,0,
10,0,0,52,23,22,1,3,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Black Buttes,0,
10,0,0,12,8,2,0,1,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Cedar Valley,0,
10,0,0,4,3,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Stone Butte,0,
10,0,0,17,5,11,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Pioneer,0,
10,0,0,24,7,13,2,1,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Antelope,0,
10,0,0,5,1,3,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Juniper,0,
10,0,1,3,1,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Bison,0,
10,0,1,9,2,5,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Mogollon,0,
10,0,1,4,0,3,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Woodland,0,
10,0,1,29,4,22,2,0,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Sitgreaves,0,
10,0,1,57,26,24,2,3,0,DEM,PRESIDENT OF THE UNITED STATES,"SANDERS, BERNIE",Sunrise,0,
10,0,0,3,1,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Red Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Painted Desert,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Hubbell,0,
10,0,0,1,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Black Buttes,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Cedar Valley,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Stone Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Pioneer,0,
10,0,0,1,0,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Antelope,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Juniper,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Bison,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Mogollon,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Woodland,0,
10,0,1,1,0,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Sitgreaves,0,
10,0,1,1,0,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"O'MALLEY, MARTIN J.",Sunrise,0,
10,0,0,142,94,35,4,8,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Red Butte,0,
10,0,0,25,18,4,0,1,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Painted Desert,0,
10,0,0,1,0,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Hubbell,0,
10,0,0,87,30,49,2,5,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Black Buttes,0,
10,0,0,34,21,8,0,4,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Cedar Valley,0,
10,0,0,11,8,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Stone Butte,0,
10,0,0,12,2,9,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Pioneer,0,
10,0,0,19,4,13,1,0,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Antelope,0,
10,0,0,6,1,5,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Juniper,0,
10,0,1,2,0,2,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Bison,0,
10,0,1,13,1,10,1,0,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Mogollon,0,
10,0,1,5,0,4,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Woodland,0,
10,0,1,32,4,25,2,0,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Sitgreaves,0,
10,0,1,93,42,41,4,5,0,DEM,PRESIDENT OF THE UNITED STATES,"CLINTON, HILLARY",Sunrise,0,
10,0,0,2,0,1,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Red Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Painted Desert,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Hubbell,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Black Buttes,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Cedar Valley,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Stone Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Pioneer,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Antelope,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Juniper,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Bison,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Mogollon,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Woodland,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Sitgreaves,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,"HEWES, HENRY",Sunrise,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Red Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Painted Desert,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Hubbell,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Black Buttes,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Cedar Valley,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Stone Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Pioneer,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Antelope,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Juniper,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Bison,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Mogollon,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Woodland,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Sitgreaves,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,OVER VOTES,Sunrise,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Red Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Painted Desert,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Hubbell,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Black Buttes,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Cedar Valley,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Stone Butte,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Pioneer,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Antelope,0,
10,0,0,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Juniper,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Bison,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Mogollon,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Woodland,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Sitgreaves,0,
10,0,1,0,0,0,0,0,0,DEM,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Sunrise,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Red Butte,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Painted Desert,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Hubbell,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Black Buttes,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Cedar Valley,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Stone Butte,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Pioneer,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Antelope,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Juniper,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Bison,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Mogollon,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Woodland,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Sitgreaves,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"MESPLAY, KENT",Sunrise,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Red Butte,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Painted Desert,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Hubbell,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Black Buttes,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Cedar Valley,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Stone Butte,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Pioneer,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Antelope,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Juniper,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Bison,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Mogollon,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Woodland,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Sitgreaves,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,"STEIN, JILL",Sunrise,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Red Butte,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Painted Desert,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Hubbell,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Black Buttes,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Cedar Valley,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Stone Butte,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Pioneer,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Antelope,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Juniper,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Bison,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Mogollon,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Woodland,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Sitgreaves,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,OVER VOTES,Sunrise,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Red Butte,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Painted Desert,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Hubbell,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Black Buttes,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Cedar Valley,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Stone Butte,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Pioneer,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Antelope,0,
10,0,0,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Juniper,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Bison,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Mogollon,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Woodland,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Sitgreaves,0,
10,0,1,0,0,0,0,0,0,GRN,PRESIDENT OF THE UNITED STATES,UNDER VOTES,Sunrise,0,
