Precinct,gen_dem_CLINTON,gen_gre_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
410514906,541,36,60,405,130,176,28,25,92,1042,145,306
410514907,134,6,6,94,60,34,2,11,41,240,54,94
410514908,864,41,100,779,228,267,59,47,249,1784,355,495
410514909,1897,104,196,1397,508,605,131,90,326,3594,547,1113
410514910,1733,82,125,961,424,455,84,72,250,2901,406,879
410514911,1812,96,179,1316,412,550,95,79,332,3403,506,962
410515001,1786,118,165,1007,402,582,57,52,262,3076,371,984
410515002,2831,133,327,2482,658,887,177,161,636,5773,974,1545
410515003,482,27,43,380,148,141,33,30,102,932,165,289
410515004,2807,125,241,2177,791,988,186,196,670,5350,1052,1779
410515006,1323,80,167,1398,376,423,119,115,406,2968,640,799
410515007,1580,89,166,1218,393,518,86,107,288,3053,481,911
410515008,1483,40,122,1230,494,432,97,106,424,2875,627,926
410515009,448,14,34,325,114,142,9,14,72,821,95,256
410515101,392,19,27,211,87,126,14,10,38,649,62,213
410515102,2024,114,182,1288,465,765,101,72,296,3608,469,1230
410515103,1148,62,97,705,271,361,59,49,160,2012,268,632
410515104,1720,80,145,1164,462,564,70,83,318,3109,471,1026
410515105,123,4,16,179,36,43,14,6,60,322,80,79
410515106,719,51,60,534,197,240,48,45,130,1364,223,437
410515107,329,9,32,352,92,69,23,31,107,722,161,161
410515202,1000,50,117,1133,301,485,119,78,465,2300,662,786
410515203,616,27,77,965,198,193,84,54,308,1685,446,391
410515204,1201,63,179,1307,327,363,123,92,333,2750,548,690
41053102,261,11,36,394,0,111,41,30,118,702,189,111
41053106,402,30,65,848,109,170,87,32,246,1345,365,279
41053110,208,20,24,346,49,78,9,7,88,598,104,127
41053118,1015,53,123,1285,330,307,149,143,429,2476,721,637
41053122,517,19,60,652,189,144,60,49,209,1248,318,333
41053134,2138,104,266,2096,690,614,237,203,690,4604,1130,1304
41053136,1457,48,160,1381,435,412,185,179,404,3046,768,847
41053140,817,65,137,673,172,346,69,40,168,1692,277,518
41053146,1886,82,219,1581,503,582,209,181,488,3768,878,1085
41053152,1154,68,204,2271,357,481,315,161,734,3697,1210,838
41053154,1063,70,168,1860,379,361,216,159,594,3161,969,740
41053156,825,62,130,1158,256,308,132,98,335,2175,565,564
41053162,750,33,119,1293,245,249,181,91,435,2195,707,494
41053166,200,25,47,374,62,95,39,9,96,646,144,157
41053178,2073,105,286,1371,413,792,153,105,370,3835,628,1205
41053182,1654,112,210,1357,330,617,144,64,348,3333,556,947
410551,43,3,7,102,0,0,0,0,0,155,0,0
410552,77,1,15,241,0,0,0,0,0,334,0,0
410553,56,3,16,222,0,0,0,0,0,297,0,0
410554,22,3,6,117,0,0,0,0,0,148,0,0
410555,4,1,0,50,0,0,0,0,0,55,0,0
41055Grass Valley #4,0,0,0,0,4,17,17,5,46,0,68,21
41055Kent #5,0,0,0,0,0,2,6,7,17,0,30,2
41055Moro #3,0,0,0,0,19,22,16,12,90,0,118,41
41055Rufus #1,0,0,0,0,18,15,0,1,39,0,40,33
41055Wasco #2,0,0,0,0,26,26,15,20,87,0,122,52
410571,0,0,0,0,0,131,19,22,116,0,157,131
410573,0,0,0,0,57,87,22,17,120,0,159,144
410575,0,0,0,0,31,29,13,17,65,0,95,60
410576,0,0,0,0,27,57,22,9,50,0,81,84
41057Bay 001,350,18,59,0,0,0,0,0,0,427,0,0
41057Beaver 003,178,11,26,376,0,0,0,0,0,591,0,0
41057Carnahan 005,70,2,18,212,0,0,0,0,0,302,0,0
41057Cloverdale 006,106,6,17,155,0,0,0,0,0,284,0,0
41057Eastside 007,38,1,10,68,0,0,0,0,0,117,0,0
41057Fairview 008,307,15,61,642,0,0,0,0,0,1025,0,0
41057Foley 010,177,13,23,150,0,0,0,0,0,363,0,0
41057Garibaldi 012,272,17,35,307,0,0,0,0,0,631,0,0
41057Hebo 013,105,7,8,167,0,0,0,0,0,287,0,0
41057Kilchis 014,135,7,31,231,0,0,0,0,0,404,0,0
41057Mapleleaf 015,107,6,32,256,0,0,0,0,0,401,0,0
41057Nehalem 016,214,12,20,155,0,0,0,0,0,401,0,0
41057Neskowin 017,253,17,32,196,0,0,0,0,0,498,0,0
41057Netarts 018,327,8,34,292,0,0,0,0,0,661,0,0
41057Oceanside 020,156,10,8,74,0,0,0,0,0,248,0,0
41057Pinegrove 021,814,49,49,363,0,0,0,0,0,1275,0,0
41057Rockaway 024,466,27,31,423,0,0,0,0,0,947,0,0
41057South Prairie East 027,67,6,32,260,0,0,0,0,0,365,0,0
41057South Prairie West 026,79,5,21,266,0,0,0,0,0,371,0,0
41057Tillamook #1 035,127,5,24,130,0,0,0,0,0,286,0,0
41057Tillamook #2 036,114,9,18,159,0,0,0,0,0,300,0,0
41057Tillamook #3 037,105,8,28,131,0,0,0,0,0,272,0,0
41057Tillamook #4 038,114,11,17,171,0,0,0,0,0,313,0,0
41057Tillamook #5 039,130,10,32,135,0,0,0,0,0,307,0,0
41057Tillamook #6 040,123,6,21,158,0,0,0,0,0,308,0,0
41057Trask 028,70,4,13,106,0,0,0,0,0,193,0,0
41057Union 030,446,28,38,394,0,0,0,0,0,906,0,0
41057Westside 032,114,1,4,95,0,0,0,0,0,214,0,0
41057Wheeler 033,204,14,18,104,0,0,0,0,0,340,0,0
41059101,73,7,27,336,0,25,18,8,83,443,109,25
41059102,386,21,58,640,79,89,39,27,153,1105,219,168
41059103,215,13,50,769,63,71,55,34,233,1047,322,134
41059104,256,14,49,983,69,74,73,29,244,1302,346,143
41059105,286,13,46,678,54,69,41,14,183,1023,238,123
41059106,0,0,0,0,36,42,23,6,130,0,159,78
41059106C,177,15,43,440,0,0,0,0,0,675,0,0
41059106R,53,1,21,212,0,0,0,0,0,287,0,0
41059107,0,0,0,0,18,15,22,10,51,0,83,33
41059107C,77,1,18,159,0,0,0,0,0,255,0,0
41059107R,32,0,11,160,0,0,0,0,0,203,0,0
41059108,0,0,0,0,17,32,10,8,59,0,77,49
41059108C,12,5,8,53,0,0,0,0,0,78,0,0
41059108R,23,1,7,97,0,0,0,0,0,128,0,0
41059109,0,0,0,0,6,14,19,9,66,0,94,20
41059109C,29,2,6,108,0,0,0,0,0,145,0,0
41059109R,3,0,2,41,0,0,0,0,0,46,0,0
41059110,190,7,30,584,8,6,4,1,12,811,17,14
41059111,476,37,54,695,5,9,8,9,39,1262,56,14
41059112,18,1,0,77,6,9,7,4,35,96,46,15
41059113,97,10,36,452,2,1,2,3,22,595,27,3
41059114,53,5,8,278,54,61,46,35,198,344,279,115
41059115,38,1,5,175,113,163,60,27,215,219,302,276
41059116,39,3,7,88,8,11,4,5,37,137,46,19
41059117,0,0,0,0,36,32,24,15,144,0,183,68
41059117C,20,1,4,62,0,0,0,0,0,87,0,0
41059117R,6,0,0,17,0,0,0,0,0,23,0,0
41059118,0,0,0,0,16,18,26,18,101,0,145,34
41059119,36,3,5,88,12,16,10,3,56,132,69,28
41059120,187,12,47,698,12,9,9,3,25,944,37,21
41059121,83,6,24,298,3,7,0,1,20,411,21,10
41059122,0,0,0,0,0,1,0,2,5,0,7,1
41059123,130,8,29,400,7,16,6,5,37,567,48,23
41059124,0,0,0,0,43,75,46,35,250,0,331,118
41059124C,137,4,26,401,0,0,0,0,0,568,0,0
41059124R,21,3,5,127,0,0,0,0,0,156,0,0
41059125,0,0,0,0,35,23,23,16,95,0,134,58
41059125C,73,3,19,192,0,0,0,0,0,287,0,0
41059125R,38,5,8,182,0,0,0,0,0,233,0,0
41059126,369,16,67,524,36,46,22,25,153,976,200,82
41059127,142,18,38,278,37,47,45,31,147,476,223,84
41059128,474,25,84,793,6,8,20,14,56,1376,90,14
41059129,264,23,57,515,18,22,10,5,55,859,70,40
41059130,376,22,90,822,12,15,15,6,58,1310,79,27
41059131,133,9,21,244,92,56,38,26,142,407,206,148
41059132,263,14,47,401,54,38,30,22,77,725,129,92
41059133,209,21,44,304,97,127,61,33,189,578,283,224
41059134,0,0,0,0,62,69,25,19,102,0,146,131
41059135,0,0,0,0,102,103,70,46,242,0,358,205
41059136,220,29,52,463,39,36,16,6,75,764,97,75
41059137,348,32,53,578,64,89,42,32,159,1011,233,153
41059138,347,20,57,552,52,67,31,22,91,976,144,119
41059139,406,15,52,481,43,92,30,22,132,954,184,135
41059140,0,0,0,0,91,131,37,18,139,0,194,222
41059141,363,17,53,673,91,102,41,59,178,1106,278,193
41059142,193,7,31,393,109,136,45,65,162,624,272,245
41059143,302,19,58,548,123,109,51,51,193,927,295,232
41059144,0,0,0,0,75,52,12,27,129,0,168,127
41059145,0,0,0,0,101,96,46,26,155,0,227,197
410611,903,40,96,0,0,366,97,103,322,1039,522,366
4106110,24,0,11,159,4,16,17,7,51,194,75,20
4106111,105,10,28,505,26,70,55,37,202,648,294,96
4106112,8,0,3,56,1,5,4,2,19,67,25,6
4106113,9,0,10,82,0,7,12,4,33,101,49,7
4106114,40,8,14,154,12,24,8,9,51,216,68,36
4106115,51,5,10,195,19,13,20,19,87,261,126,32
4106116,217,17,73,813,79,101,63,26,292,1120,381,180
4106117,5,0,2,38,2,2,5,1,15,45,21,4
4106118,141,7,29,441,35,51,50,24,178,618,252,86
4106119,48,3,13,229,16,24,27,18,104,293,149,40
410612,551,35,103,1080,155,225,130,78,361,1769,569,380
410613,443,31,107,1112,140,193,80,38,342,1693,460,333
410614,92,3,24,221,25,43,32,17,77,340,126,68
410615,234,12,42,787,75,103,88,38,306,1075,432,178
410616,83,5,12,231,30,33,28,26,85,331,139,63
410617,124,8,31,390,46,45,52,32,152,553,236,91
410618,104,10,38,554,39,52,50,17,158,706,225,91
410619,67,4,27,466,22,31,51,14,188,564,253,53
410631,174,10,30,395,0,87,40,17,176,609,233,87
4106310,20,5,2,98,2,5,12,9,33,125,54,7
4106311,14,0,4,35,6,9,0,3,13,53,16,15
4106312,12,0,1,26,4,2,2,2,9,39,13,6
410632,116,9,24,274,35,49,37,12,130,423,179,84
410633,61,7,7,197,20,24,25,12,82,272,119,44
410634,74,5,19,220,17,38,17,14,95,318,126,55
410635,209,12,27,369,63,83,35,25,168,617,228,146
410636,194,16,23,487,63,95,42,21,226,720,289,158
410637,61,2,18,255,17,25,16,18,102,336,136,42
410638,82,8,18,261,33,42,26,12,102,369,140,75
410639,99,8,6,231,24,40,21,8,111,344,140,64
410651,680,32,95,825,199,246,57,60,231,1632,348,445
4106510,254,15,25,295,67,90,15,23,90,589,128,157
4106511,105,2,15,178,33,23,12,15,62,300,89,56
4106512,177,11,28,400,56,55,15,26,119,616,160,111
4106513,41,2,4,72,0,16,6,4,19,119,29,16
4106514,22,3,16,123,7,15,6,3,40,164,49,22
410652,905,39,136,829,205,382,75,67,207,1909,349,587
410653,700,38,129,695,169,285,58,40,230,1562,328,454
410654,526,21,82,666,154,172,62,62,198,1295,322,326
410655,733,47,63,597,154,305,35,37,176,1440,248,459
410656,124,3,20,156,46,42,10,12,55,303,77,88
410657,259,16,43,476,80,101,39,26,151,794,216,181
410658,59,3,18,188,15,35,13,7,60,268,80,50
410659,196,7,15,333,83,70,20,14,94,551,128,153
41067301,554,30,70,0,0,219,70,62,260,654,392,219
41067302,948,62,114,680,244,345,64,31,177,1804,272,589
41067303,360,20,47,377,83,105,43,30,103,804,176,188
41067304,1299,52,164,912,300,385,80,67,253,2427,400,685
41067305,260,11,55,438,46,92,32,24,98,764,154,138
41067306,389,18,34,147,86,114,4,15,52,588,71,200
41067307,754,27,106,534,183,246,68,65,169,1421,302,429
41067308,56,1,8,70,16,17,9,7,21,135,37,33
41067309,1663,65,212,885,338,515,85,118,226,2825,429,853
41067310,544,29,69,764,179,203,66,66,229,1406,361,382
41067311,247,10,54,265,49,100,24,21,88,576,133,149
41067312,266,11,33,363,88,91,20,23,128,673,171,179
41067313,3,0,0,2,3,0,0,0,0,5,0,3
41067314,86,9,19,171,24,35,16,28,39,285,83,59
41067315,403,10,40,403,107,120,50,49,143,856,242,227
41067316,285,12,36,360,77,122,28,32,100,693,160,199
41067317,294,9,50,502,60,95,43,41,163,855,247,155
41067318,1225,64,156,956,298,417,91,91,294,2401,476,715
41067319,3308,143,329,1772,643,987,169,142,463,5552,774,1630
41067320,1317,56,145,785,291,414,66,67,171,2303,304,705
41067321,89,4,25,152,14,56,10,7,34,270,51,70
41067322,92,0,13,103,14,42,9,12,27,208,48,56
41067323,16,0,1,3,5,6,0,0,0,20,0,11
41067324,150,7,35,225,53,58,17,11,67,417,95,111
41067325,3,0,0,0,2,1,0,0,0,3,0,3
41067326,549,24,79,947,144,202,69,54,287,1599,410,346
41067327,1713,77,192,1116,351,478,101,86,318,3098,505,829
41067328,686,34,97,842,203,232,83,72,246,1659,401,435
41067329,3928,176,410,1830,969,1107,189,187,520,6344,896,2076
41067330,559,30,98,602,123,155,48,22,142,1289,212,278
41067331,1350,56,123,520,239,358,35,57,137,2049,229,597
41067332,1421,73,141,459,231,485,31,30,99,2094,160,716
41067333,2037,100,194,697,350,609,55,51,161,3028,267,959
41067334,53,2,8,68,11,29,2,2,30,131,34,40
41067335,1974,71,315,1496,470,564,157,184,482,3856,823,1034
41067336,1205,53,187,912,288,408,94,68,271,2357,433,696
41067337,1800,94,223,1202,412,530,124,86,307,3319,517,942
41067338,2081,95,238,1440,355,603,122,72,378,3854,572,958
41067339,2214,137,289,1655,550,780,151,108,448,4295,707,1330
41067340,2533,121,344,2240,665,843,215,180,626,5238,1021,1508
41067341,100,5,9,192,32,41,14,9,58,306,81,73
41067342,18,2,2,29,9,5,5,2,10,51,17,14
41067343,1952,99,302,1398,478,568,143,154,423,3751,720,1046
41067344,2059,106,240,1085,454,725,88,80,269,3490,437,1179
41067345,13,0,1,8,6,0,0,0,1,22,1,6
41067346,87,7,13,137,34,31,16,16,44,244,76,65
41067347,24,1,5,26,7,10,1,5,6,56,12,17
41067348,14,0,0,9,6,2,0,3,6,23,9,8
41067349,1391,82,121,594,247,473,56,59,145,2188,260,720
41067350,1729,111,116,694,415,594,64,82,200,2650,346,1009
41067351,1279,61,121,661,236,424,58,45,171,2122,274,660
41067352,522,43,35,127,81,213,8,7,30,727,45,294
41067353,1268,76,87,372,321,443,40,41,99,1803,180,764
41067354,2116,73,189,1022,614,663,84,126,352,3400,562,1277
41067355,1677,76,165,764,384,608,74,68,199,2682,341,992
41067356,907,36,104,460,207,318,46,39,132,1507,217,525
41067357,757,41,61,401,194,219,49,48,131,1260,228,413
41067358,1526,40,135,620,387,359,61,112,198,2321,371,746
41067359,1499,35,128,478,314,396,43,67,120,2140,230,710
41067360,1693,85,178,645,306,560,59,52,141,2601,252,866
41067361,1081,69,81,275,165,378,24,23,73,1506,120,543
41067362,2105,82,170,804,587,649,70,136,275,3161,481,1236
41067363,2053,96,190,768,471,630,56,126,232,3107,414,1101
41067364,2684,53,202,969,730,579,81,220,293,3908,594,1309
41067365,1860,45,139,606,591,425,59,121,222,2650,402,1016
41067366,1474,48,112,366,325,478,23,77,127,2000,227,803
41067367,2390,37,129,969,536,363,58,139,266,3525,463,899
41067368,2131,83,196,865,459,535,93,133,214,3275,440,994
41067369,939,34,99,489,224,264,58,64,158,1561,280,488
41067370,1149,33,115,604,293,327,55,92,200,1901,347,620
41067371,1248,42,121,530,322,374,62,115,168,1941,345,696
41067372,1109,21,72,368,377,283,29,94,149,1570,272,660
41067373,133,5,10,118,30,44,15,8,48,266,71,74
41067374,3,0,1,8,1,1,0,0,4,12,4,2
41067375,190,3,11,40,63,33,1,11,15,244,27,96
41067376,1009,27,101,490,263,297,43,91,131,1627,265,560
41067377,1274,31,97,638,349,265,41,130,239,2040,410,614
41067378,1229,37,82,284,351,349,26,57,84,1632,167,700
41067379,3799,213,308,1367,844,1315,124,157,402,5687,683,2159
41067380,3611,151,302,1646,1027,1095,170,231,502,5710,903,2122
41067381,48,3,4,34,14,19,4,5,11,89,20,33
41067382,1145,64,97,510,179,348,33,41,115,1816,189,527
41067383,657,31,50,202,229,196,18,42,78,940,138,425
41067384,2089,65,108,554,660,657,64,107,162,2816,333,1317
41067385,1449,58,105,517,450,413,45,145,212,2129,402,863
41067386,1846,51,147,525,634,461,61,158,252,2569,471,1095
41067387,745,18,48,160,139,162,15,18,46,971,79,301
41067388,518,26,34,209,143,173,16,28,75,787,119,316
41067389,3201,96,279,1476,781,862,144,203,453,5052,800,1643
41067390,1182,28,72,629,337,198,67,142,239,1911,448,535
41067391,206,15,15,42,35,86,1,5,13,278,19,121
41067392,133,5,8,29,25,51,4,4,7,175,15,76
41067393,435,17,22,95,136,130,11,33,31,569,75,266
41067394,144,2,14,75,20,39,2,5,19,235,26,59
41067395,3583,114,295,1568,796,931,119,202,486,5560,807,1727
41067396,508,13,56,252,134,124,21,43,94,829,158,258
41067397,1158,25,135,834,314,286,80,138,280,2152,498,600
41067398,739,12,83,588,196,177,74,86,203,1422,363,373
41067399,1277,56,102,535,345,424,38,50,181,1970,269,769
41067400,1922,78,177,838,423,612,67,77,253,3015,397,1035
41067401,1166,52,85,305,375,388,38,56,82,1608,176,763
41067402,3602,117,412,2203,924,880,216,309,719,6334,1244,1804
41067403,741,19,75,352,176,167,28,50,99,1187,177,343
41067404,3030,132,280,1399,766,985,147,142,396,4841,685,1751
41067405,4010,116,369,2212,1190,1080,228,371,756,6707,1355,2270
41067406,272,22,16,57,43,107,6,2,11,367,19,150
41067407,1165,31,76,317,397,278,28,69,120,1589,217,675
41067408,56,1,2,25,15,11,2,4,6,84,12,26
41067409,2360,95,205,1138,569,682,143,122,358,3798,623,1251
41067410,1515,30,136,864,353,369,99,102,276,2545,477,722
41067411,32,1,4,21,4,8,3,2,9,58,14,12
41067412,980,29,90,523,245,247,48,59,162,1622,269,492
41067413,512,17,46,292,123,90,18,26,79,867,123,213
41067414,274,1,21,200,68,53,17,21,65,496,103,121
41067415,221,2,21,202,110,40,15,36,110,446,161,150
41067416,5,0,1,15,1,1,2,6,4,21,12,2
41067417,682,31,58,368,205,222,23,39,117,1139,179,427
41067418,1086,29,106,541,274,289,71,83,136,1762,290,563
41067419,912,26,32,603,387,227,75,90,263,1573,428,614
41067420,1655,61,190,1003,410,460,97,124,300,2909,521,870
41067421,130,8,21,93,28,23,9,12,31,252,52,51
41067422,5,0,0,13,3,2,1,1,2,18,4,5
41067423,1692,63,172,849,364,518,87,85,247,2776,419,882
41067424,1908,64,274,1597,427,506,148,168,475,3843,791,933
41067425,395,12,39,446,109,97,36,42,158,892,236,206
41067426,145,6,26,197,44,47,13,30,63,374,106,91
41067427,17,0,2,7,0,4,1,0,2,26,3,4
41067428,732,25,87,493,162,192,30,50,159,1337,239,354
41067429,1411,52,171,796,291,372,68,58,213,2430,339,663
41067430,485,20,63,581,134,164,69,62,179,1149,310,298
41067431,503,10,60,637,157,159,61,74,190,1210,325,316
41067432,157,4,18,105,21,44,6,6,20,284,32,65
41067433,1050,39,149,711,296,285,75,69,197,1949,341,581
41067434,1835,77,169,1024,436,539,109,113,274,3105,496,975
41067435,1664,76,226,1411,414,496,111,170,470,3377,751,910
41067436,992,14,137,777,272,187,49,123,258,1920,430,459
41067437,33,0,1,16,11,7,1,4,7,50,12,18
41067438,70,3,17,139,27,25,6,7,36,229,49,52
41067439,240,3,17,125,32,34,9,15,28,385,52,66
41067440,642,32,80,359,106,175,33,23,87,1113,143,281
41067441,52,0,3,10,11,14,0,0,4,65,4,25
41067442,1016,26,155,845,212,246,89,81,244,2042,414,458
41067443,0,0,0,8,0,0,0,0,0,8,0,0
41067Total,0,0,0,0,37636,44573,7736,9746,24916,0,42398,82209
410691,85,5,28,251,0,38,28,12,80,369,120,38
410693,42,1,9,153,15,25,9,6,59,205,74,40
410694,28,4,9,187,5,23,15,6,65,228,86,28
410711,796,31,120,0,0,237,112,88,334,947,534,237
4107110,824,45,149,1188,226,306,114,70,340,2206,524,532
4107112,811,60,136,1530,239,345,181,101,467,2537,749,584
4107113,886,56,168,1569,285,368,191,123,522,2679,836,653
4107114,934,51,144,956,255,325,98,66,274,2085,438,580
4107115,937,55,108,905,244,336,119,71,291,2005,481,580
4107116,769,34,110,791,207,261,78,56,222,1704,356,468
4107117,925,51,118,913,309,300,88,121,266,2007,475,609
4107118,1764,63,171,1445,623,547,169,219,561,3443,949,1170
4107119,1383,83,155,997,359,521,124,85,297,2618,506,880
410712,1514,84,250,1603,344,450,166,115,418,3451,699,794
4107120,664,35,114,948,229,238,98,107,344,1761,549,467
4107121,688,29,131,1070,203,247,117,72,343,1918,532,450
4107122,827,41,164,1062,185,261,105,67,300,2094,472,446
4107126,559,30,101,1010,154,203,60,35,286,1700,381,357
4107127,122,14,35,285,38,57,17,3,79,456,99,95
4107128,256,22,72,560,61,127,43,24,178,910,245,188
410713,1524,69,298,1884,351,475,233,154,507,3775,894,826
410714,1212,88,235,1280,276,453,189,135,347,2815,671,729
410717,727,35,117,763,189,207,93,61,193,1642,347,396
410719,1179,40,178,1432,364,386,158,130,419,2829,707,750
