precinct,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_MESSINA,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_con_COPELAND,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_MCMULLIN,gen_ind_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,general_total
LINCOLN1 SHOSHONE,3,4,0,97,0,0,1,16,0,1,22,0,90,2,209,6,1,40,6,22,405,0,691
LINCOLN3 NORTH SHOSHONE,0,2,0,49,0,0,0,9,0,0,18,0,54,0,77,2,0,16,4,9,230,0,338
LINCOLN4 RICHFIELD,0,1,0,60,0,0,1,12,0,0,22,0,61,3,50,8,4,19,8,13,314,0,419
LINCOLN5 DIETRICH,0,4,0,67,0,0,1,12,0,1,15,0,39,1,24,2,1,24,0,10,200,0,262
LINCOLN6 KIMAMA,0,4,0,6,0,0,0,2,0,0,0,0,4,0,0,0,0,3,0,0,35,0,38
MADISON#10 PORTER PARK,0,1,1,124,0,0,0,14,0,0,52,0,6,1,25,10,1,176,1,30,201,0,445
MADISON#11 CITY CENTER,2,8,0,109,1,0,1,16,0,0,60,0,13,0,82,4,1,264,2,47,342,0,742
MADISON#12 4TH SOUTH,0,8,0,154,0,0,0,11,0,0,75,0,5,2,69,3,0,300,4,61,318,0,757
MADISON#13 UNIVERSITY,1,3,0,113,0,0,1,5,0,0,43,1,15,2,61,9,0,252,8,48,516,0,896
MADISON#14 REXBURG HILL,0,5,1,205,0,0,0,15,0,1,106,0,14,2,74,3,0,234,3,34,331,0,681
MADISON#15 POLELINE,2,11,0,288,0,0,0,26,0,3,119,0,23,4,45,10,1,303,3,44,494,0,904
MADISON#16 LINCOLN,0,7,1,275,1,0,1,32,0,1,145,1,22,3,75,2,0,250,4,17,377,0,728
MADISON#17 MOODY,0,2,0,74,0,0,0,3,0,0,49,0,8,0,7,1,0,35,0,4,167,0,214
MADISON#18 UNION/LYMAN,3,7,0,240,1,1,0,21,0,2,98,0,20,3,33,7,1,167,4,20,394,0,629
MADISON#19 ARCHER,1,6,0,202,0,1,1,13,0,1,87,1,34,1,28,0,0,91,1,5,408,0,534
MADISON#2 BURTON,2,11,1,293,0,0,0,21,0,3,118,0,57,3,35,14,0,154,4,11,560,0,781
MADISON#3 HIBBARD,0,8,0,344,0,0,1,20,0,2,158,0,64,4,38,6,0,194,2,31,576,0,851
MADISON#4 SALEM,0,2,0,135,0,0,0,9,0,1,56,0,26,0,16,4,0,68,0,9,276,0,373
MADISON#5 FAIRGROUNDS,0,7,0,248,0,0,1,20,1,3,96,0,40,2,58,7,1,235,4,26,448,0,781
MADISON#6 SUGAR CITY,1,11,0,268,0,0,1,27,0,0,137,1,33,2,40,8,0,211,0,17,508,0,786
MADISON#7 ADAMS,1,9,1,318,1,0,1,29,0,3,130,0,49,2,56,13,2,251,5,29,564,0,922
MADISON#8 PIONEER WEST,1,10,0,268,0,0,0,23,0,0,123,0,19,3,63,12,4,322,4,58,480,0,946
MADISON#9 PIONEER EAST,2,7,0,246,0,0,2,28,0,0,155,1,11,1,71,8,1,292,4,35,378,0,790
MADISONABSENTEE,6,5,1,83,1,1,0,11,0,2,64,0,42,6,316,14,4,823,14,79,1390,0,2646
MINIDOKA1 ACEQUIA,1,3,0,105,0,0,0,15,0,0,33,0,61,1,64,8,2,28,3,14,324,0,444
MINIDOKA10 RUPERT 4,1,2,0,92,0,0,0,8,0,0,33,0,72,0,76,4,6,25,4,14,316,0,445
MINIDOKA11 RUPERT 5,0,3,0,52,0,0,0,5,0,1,22,0,41,3,32,0,0,25,0,9,181,0,250
MINIDOKA2 EMERSON,1,5,0,148,0,0,0,8,0,1,33,1,86,1,80,4,2,52,3,15,492,0,649
MINIDOKA3 HEYBURN 1,3,3,0,92,1,0,0,14,0,1,35,1,53,2,124,3,4,38,7,14,428,0,620
MINIDOKA4 HEYBURN 2,3,5,0,137,0,0,2,21,0,0,27,0,72,1,83,2,4,34,0,18,433,0,575
MINIDOKA5 PAUL,0,5,0,127,0,0,0,16,0,0,31,1,81,3,100,4,1,30,5,17,415,0,575
MINIDOKA6 PIONEER,0,4,0,104,0,0,1,9,0,0,34,0,58,3,40,5,2,27,0,8,359,0,444
MINIDOKA7 RUPERT 1,1,4,0,114,0,0,1,18,0,0,42,0,57,5,100,3,2,44,2,13,336,0,505
MINIDOKA8 RUPERT 2,4,3,0,115,0,0,1,11,0,0,32,1,85,4,71,6,2,43,4,21,363,0,514
MINIDOKA9 RUPERT 3,1,2,0,53,0,0,0,10,0,0,23,0,37,2,96,3,3,26,4,24,221,0,379
NEZ PERCEABSENTEE,8,30,0,81,2,0,0,21,0,3,58,1,146,19,2034,29,13,85,45,201,2994,0,5420
NEZ PERCECULDESAC 31,1,0,0,32,0,0,0,3,0,2,7,0,39,1,44,0,0,6,4,6,167,0,228
NEZ PERCEFOOTHILLS 24,1,2,0,76,0,0,0,15,0,2,15,0,46,0,61,3,3,13,2,20,299,0,401
NEZ PERCEGIFFORD 30,1,2,0,18,0,0,0,2,0,0,1,0,23,0,19,1,0,1,1,5,87,0,114
NEZ PERCELAPWAI 26,2,3,1,33,0,0,1,1,0,2,13,1,28,1,280,1,0,7,21,18,147,0,475
NEZ PERCELELAND 27,0,3,1,42,0,1,1,7,0,0,11,1,30,0,20,2,0,1,2,9,140,0,174
NEZ PERCELENORE 28,0,3,0,38,0,0,0,8,0,3,11,0,47,1,39,0,1,4,8,5,182,0,240
NEZ PERCELEWISTON 1,0,2,0,26,0,0,0,9,0,0,7,0,26,0,103,3,1,5,10,20,167,0,309
NEZ PERCELEWISTON 10,0,0,0,30,0,0,0,4,0,0,10,0,21,0,69,1,0,5,4,22,200,0,301
NEZ PERCELEWISTON 11,0,1,0,45,0,0,0,9,0,0,12,0,45,3,114,4,1,11,5,26,222,0,386
NEZ PERCELEWISTON 12,0,0,1,34,0,0,0,4,0,0,6,0,17,1,47,2,2,10,2,14,143,0,221
NEZ PERCELEWISTON 13,1,0,0,58,0,0,0,4,0,0,2,0,40,0,77,5,1,7,1,21,251,0,363
NEZ PERCELEWISTON 14,1,0,0,40,0,0,0,11,0,0,14,0,36,3,87,0,4,11,2,25,279,0,411
NEZ PERCELEWISTON 15,0,3,2,51,0,0,0,11,0,2,14,0,32,3,70,6,2,7,2,7,245,0,342
NEZ PERCELEWISTON 16,0,1,1,48,0,0,0,16,0,0,9,0,35,1,94,1,3,10,1,23,252,0,385
NEZ PERCELEWISTON 17,0,5,0,62,0,0,1,7,0,1,20,1,45,6,109,3,1,17,5,37,374,0,552
NEZ PERCELEWISTON 18,0,2,0,52,0,0,1,11,0,0,11,1,46,2,71,4,1,4,5,21,278,0,386
NEZ PERCELEWISTON 19,1,2,0,59,0,0,1,12,0,1,23,0,69,3,99,9,0,8,8,25,364,0,516
NEZ PERCELEWISTON 2,1,1,0,32,0,0,0,6,0,1,14,0,41,5,87,1,0,7,9,19,240,0,368
NEZ PERCELEWISTON 20,0,5,0,80,0,0,0,4,0,0,12,0,54,0,95,11,0,9,2,30,365,0,512
NEZ PERCELEWISTON 21,0,2,0,88,0,1,0,21,0,1,25,0,69,4,110,2,1,12,5,31,447,0,612
NEZ PERCELEWISTON 22,0,5,0,59,0,0,0,19,0,2,19,0,43,5,97,4,0,18,8,32,350,0,514
NEZ PERCELEWISTON 3,0,3,0,47,0,0,0,11,0,1,26,1,31,2,152,2,1,21,11,45,252,0,486
NEZ PERCELEWISTON 4,1,1,0,44,1,0,0,6,0,0,6,1,30,3,123,4,0,8,7,31,224,0,400
NEZ PERCELEWISTON 5,0,0,0,46,0,0,1,8,0,0,11,0,43,1,76,1,0,4,8,34,218,0,342
NEZ PERCELEWISTON 6,0,1,0,52,0,0,0,11,0,1,10,0,52,3,141,3,2,11,6,26,292,0,484
NEZ PERCELEWISTON 7,0,3,0,33,0,0,0,17,0,0,5,0,41,0,101,3,1,12,7,24,230,0,378
NEZ PERCELEWISTON 8,1,1,0,109,0,0,0,23,0,1,26,0,66,3,162,3,2,14,4,30,379,0,597
NEZ PERCELEWISTON 9,0,0,0,70,0,0,0,23,0,0,31,0,55,1,118,3,1,12,3,37,377,0,552
NEZ PERCEPECK 29,0,3,0,13,0,0,0,4,0,1,4,0,40,0,36,2,0,4,0,3,109,0,154
NEZ PERCETAMMANY 25,0,2,0,62,0,0,0,9,0,0,15,1,48,3,50,5,0,5,5,18,272,0,358
NEZ PERCEWEBB 32,0,1,0,17,0,0,0,0,0,0,1,0,17,0,32,1,0,2,0,6,88,0,129
ONEIDA1,0,1,0,132,2,0,0,10,0,3,23,0,28,5,50,7,0,63,0,3,469,0,597
ONEIDA2,1,1,0,95,0,0,0,9,0,1,28,0,21,3,48,2,1,63,2,11,304,0,434
ONEIDA3,1,1,1,129,0,0,1,11,0,1,29,0,28,4,58,11,0,66,0,9,363,0,511
ONEIDA4,0,4,0,86,0,0,0,6,0,0,17,0,35,4,18,2,0,46,0,12,293,0,375
ONEIDA5,0,4,0,15,0,0,0,0,0,0,7,0,22,1,7,1,0,14,1,1,63,0,88
ONEIDA6,0,3,0,16,0,0,0,1,0,4,6,0,7,1,3,0,0,19,0,1,39,0,63
OWYHEE001 NORTH HOMEDALE,1,1,0,88,0,0,1,5,0,2,25,0,90,3,115,1,2,8,3,13,397,0,542
OWYHEE002 SOUTH HOMEDALE,1,5,0,115,0,0,0,17,0,1,31,2,120,2,107,5,0,23,4,15,548,0,704
OWYHEE003 NORTH MARSING,0,1,0,80,0,0,0,4,0,0,17,1,85,3,66,3,1,14,2,11,365,0,465
OWYHEE004 SOUTH MARSING,1,0,1,90,0,0,0,11,0,0,16,0,89,0,90,4,2,13,3,24,407,0,543
OWYHEE005 PLEASANT VALLEY,0,0,0,18,0,0,0,0,0,0,4,0,30,0,0,0,0,1,0,0,65,0,66
OWYHEE006 WILSON,2,1,0,96,0,0,0,5,0,0,6,0,84,0,39,0,0,7,6,7,282,0,341
OWYHEE007 MURPHY,0,0,0,58,0,0,0,2,0,0,7,0,36,0,16,2,0,5,0,3,138,0,164
OWYHEE008 OREANA,1,3,0,25,0,0,0,2,0,0,3,0,26,0,6,0,0,0,0,0,82,0,88
OWYHEE010 BRUNEAU,0,1,0,47,0,1,1,12,0,0,10,0,34,0,34,1,2,8,2,6,178,0,231
OWYHEE011 RIDDLE,0,1,0,2,0,0,0,0,0,0,1,0,2,0,24,0,0,0,0,2,11,0,37
OWYHEE012 THREE CREEK,0,0,0,8,0,0,0,0,0,0,2,0,5,0,0,1,0,4,0,2,16,0,23
PAYETTE1,0,2,0,63,0,0,1,12,0,0,29,1,97,2,166,5,0,21,6,29,538,0,767
PAYETTE10,1,0,0,22,0,0,0,1,0,0,11,0,25,1,19,0,0,13,0,3,126,0,162
PAYETTE2,2,12,0,262,0,0,0,48,0,2,77,1,250,1,287,10,1,41,12,46,1152,0,1550
PAYETTE3,1,2,0,97,0,0,0,13,0,0,22,0,90,1,135,7,3,17,11,21,474,0,669
PAYETTE4,1,2,0,50,0,0,0,10,0,0,22,1,77,3,71,3,0,14,4,12,324,0,431
PAYETTE5,1,9,2,228,2,1,3,56,1,2,73,0,164,7,287,4,6,52,10,36,1038,0,1440
PAYETTE6,1,7,0,188,0,0,0,19,0,2,46,0,134,3,189,3,3,34,4,31,792,0,1059
PAYETTE7,1,1,0,49,0,0,0,10,0,1,14,0,49,0,23,3,0,12,0,6,207,0,251
PAYETTE8,4,16,0,227,1,0,0,31,0,1,60,1,232,4,211,4,4,63,7,36,1053,0,1382
PAYETTE9,1,4,0,178,0,0,1,17,0,4,42,1,171,7,119,3,0,47,5,27,785,0,993
POWER1,1,4,0,75,0,0,0,11,0,0,25,0,30,3,167,4,1,45,5,25,318,0,568
POWER2,3,4,0,74,0,0,1,19,0,1,34,0,37,2,211,2,7,44,5,31,406,0,708
POWER3,1,3,0,98,0,0,0,14,0,0,50,0,49,4,204,7,2,67,8,24,494,0,810
POWER4,0,6,0,79,0,0,0,9,0,1,41,0,16,1,22,5,0,54,1,7,177,0,267
POWER5,0,0,0,36,0,0,0,2,0,0,10,0,9,0,9,0,0,7,0,0,92,0,108
POWER6,0,1,0,42,0,0,2,0,0,0,9,0,20,2,86,1,1,16,7,5,179,0,297
SHOSHONE01 MURRAY,0,0,0,11,1,0,0,4,0,0,1,0,25,0,22,1,0,1,0,0,76,0,100
SHOSHONE02 MULLAN,0,2,0,20,0,0,0,1,0,1,2,0,30,0,96,2,1,6,5,15,147,0,272
SHOSHONE03 WALLACE,2,2,0,44,0,0,0,8,0,1,21,0,64,2,146,2,0,5,6,28,229,0,418
SHOSHONE04 SILVERTON,1,1,0,28,0,0,1,5,0,1,6,0,39,0,66,2,0,4,6,8,153,0,239
SHOSHONE05 OSBURN,3,5,2,102,1,1,1,16,0,1,21,1,108,6,183,7,1,12,9,27,438,0,683
SHOSHONE06 KELLOGG,2,5,1,111,0,0,1,17,0,1,23,0,89,5,257,6,3,17,12,58,548,0,906
SHOSHONE07 WARDNER,0,1,1,2,0,0,0,1,0,0,4,0,6,0,23,1,2,0,1,4,36,0,67
SHOSHONE08 SMELTERVILLE,0,0,0,34,0,0,1,4,0,1,6,0,34,0,48,5,0,5,2,9,173,0,242
SHOSHONE09 PINEHURST,1,3,0,127,0,0,1,11,0,1,18,0,88,3,169,8,1,19,5,20,514,0,739
SHOSHONE10 KINGSTON,1,8,0,78,1,0,1,13,0,2,19,0,76,1,115,3,3,7,2,21,400,0,552
SHOSHONE11 CALDER,0,1,0,13,0,0,0,0,0,1,7,0,30,1,9,0,0,2,0,0,74,0,86
SHOSHONE12 CLARKIA,0,2,0,3,0,0,0,0,0,0,5,0,12,1,4,0,0,1,0,3,41,0,50
SHOSHONE13 AVERY,0,0,0,3,0,0,0,0,0,0,3,0,6,0,8,1,0,0,0,0,21,0,30
TETON1,0,4,0,94,0,0,0,11,0,0,47,0,43,0,125,3,1,44,6,22,328,0,529
TETON2,0,3,0,68,0,0,0,14,0,1,31,0,36,0,74,0,0,30,12,8,160,0,284
TETON3,1,0,0,27,0,0,0,7,0,0,11,0,17,0,70,1,0,3,0,11,71,0,156
TETON4,1,1,0,64,0,0,0,24,0,0,26,0,21,1,147,0,2,28,17,27,123,0,345
TETON5,0,3,0,50,0,0,1,7,0,0,8,0,24,1,104,2,1,20,9,9,138,0,284
TETON6,0,1,0,62,0,0,0,7,0,0,22,0,24,1,170,5,0,30,18,15,193,0,432
TETON7,1,1,1,60,0,0,0,19,0,0,29,0,36,0,149,3,1,19,5,15,194,0,386
TWIN FALLSBUHL 1,0,2,0,103,0,0,0,17,0,0,15,0,76,2,56,5,2,24,0,8,345,0,442
TWIN FALLSBUHL 2,1,4,0,126,0,0,0,12,0,1,13,0,110,5,62,2,1,22,10,19,473,0,594
TWIN FALLSBUHL 3,0,4,0,74,1,0,1,3,0,0,27,0,56,2,81,2,1,21,2,10,304,0,423
TWIN FALLSBUHL 4,1,1,1,66,0,0,0,6,0,0,12,0,55,3,79,2,2,25,5,23,288,0,427
TWIN FALLSBUHL 5,2,2,1,81,1,0,0,5,0,0,14,0,36,3,122,0,7,22,3,18,287,0,462
TWIN FALLSCASTLEFORD,2,2,0,97,1,1,1,11,0,0,20,1,49,2,50,5,2,7,0,10,304,0,380
TWIN FALLSDEEP CREEK,0,3,0,72,0,0,0,12,0,1,9,0,50,0,36,3,1,21,8,8,242,0,319
TWIN FALLSFILER 1,1,2,0,127,0,0,0,15,0,0,19,0,78,3,84,1,3,28,4,25,421,0,569
TWIN FALLSFILER 2,0,3,0,111,0,0,0,15,0,2,28,2,72,2,62,1,3,31,11,23,361,0,494
TWIN FALLSFILER 3,2,7,0,145,0,0,0,12,0,2,30,1,73,0,70,5,5,42,1,28,405,0,556
TWIN FALLSHANSEN,2,4,1,147,0,0,3,16,0,2,31,0,85,1,103,9,3,14,2,17,443,0,592
TWIN FALLSHOLLISTER,1,3,1,92,0,0,2,11,0,0,13,0,73,4,43,3,1,19,3,6,304,0,383
TWIN FALLSKIMBERLY 1,0,1,0,131,1,0,1,16,0,0,37,0,60,2,59,3,4,56,6,31,394,0,555
TWIN FALLSKIMBERLY 2,0,3,0,139,1,2,0,18,0,0,30,0,56,2,71,7,1,76,0,11,393,0,561
TWIN FALLSKIMBERLY 3,0,1,0,179,1,0,0,26,0,0,29,0,61,2,72,5,3,64,12,21,539,0,718
TWIN FALLSKIMBERLY 4,0,0,0,92,0,0,1,5,0,1,25,0,39,1,67,1,0,44,5,18,394,0,530
TWIN FALLSMAROA,1,1,0,67,0,0,0,3,0,0,8,0,27,2,28,1,0,12,1,5,175,0,224
TWIN FALLSMURTAUGH,0,2,0,74,0,0,0,4,0,1,6,0,34,0,40,2,0,25,3,10,184,0,264
TWIN FALLSTWIN FALLS 1,0,5,0,64,0,0,0,12,0,0,18,0,58,3,111,4,7,18,16,34,274,0,467
TWIN FALLSTWIN FALLS 10,1,3,1,87,0,0,0,4,0,1,28,0,33,1,84,0,0,34,5,11,228,0,363
TWIN FALLSTWIN FALLS 11,0,3,0,106,1,0,0,19,0,0,37,0,49,0,85,0,0,58,2,31,317,0,493
TWIN FALLSTWIN FALLS 12,0,3,0,118,0,0,1,27,0,0,28,0,76,2,87,3,1,30,16,25,353,0,517
TWIN FALLSTWIN FALLS 13,0,0,0,121,0,0,0,6,0,0,17,0,68,3,110,5,2,36,4,23,396,0,579
TWIN FALLSTWIN FALLS 14,1,4,1,102,0,0,0,6,0,1,17,0,51,3,108,4,2,40,7,30,378,0,572
TWIN FALLSTWIN FALLS 15,2,5,1,61,0,0,0,2,0,0,15,1,42,4,48,1,0,12,5,11,197,0,278
TWIN FALLSTWIN FALLS 16,0,5,0,47,2,0,0,5,0,0,11,1,41,5,71,1,1,21,8,10,220,0,337
TWIN FALLSTWIN FALLS 17,0,3,1,67,0,0,0,9,0,0,24,1,37,1,89,0,0,38,9,36,249,0,422
TWIN FALLSTWIN FALLS 18,2,2,0,120,1,0,0,15,0,1,35,0,50,1,91,4,1,44,8,21,295,0,465
TWIN FALLSTWIN FALLS 19,0,5,0,120,1,0,1,19,0,0,34,1,45,1,90,0,1,67,4,19,304,0,486
TWIN FALLSTWIN FALLS 2,2,0,0,56,0,0,0,4,0,1,20,0,40,2,97,5,2,28,7,32,264,0,437
TWIN FALLSTWIN FALLS 20,1,3,0,189,0,0,0,21,0,0,35,0,82,1,155,2,5,103,3,39,479,0,787
TWIN FALLSTWIN FALLS 21,0,3,0,86,1,0,0,14,0,1,20,0,47,0,91,2,0,33,4,17,217,0,364
TWIN FALLSTWIN FALLS 22,0,1,0,87,0,0,0,17,0,0,30,0,45,2,78,1,3,37,5,14,189,0,329
TWIN FALLSTWIN FALLS 23,0,5,0,150,0,0,0,29,0,0,33,1,53,1,85,0,1,50,3,14,288,0,442
TWIN FALLSTWIN FALLS 24,0,5,0,103,0,0,0,38,0,0,35,0,60,1,65,5,0,26,2,14,277,0,390
TWIN FALLSTWIN FALLS 25,1,3,0,98,0,0,2,15,0,0,31,0,54,3,51,0,0,24,5,9,267,0,359
TWIN FALLSTWIN FALLS 26,0,0,0,116,0,0,0,14,0,0,20,0,74,2,51,0,0,24,5,17,287,0,386
TWIN FALLSTWIN FALLS 3,0,4,0,77,0,0,0,9,1,0,29,1,36,2,151,5,0,30,9,25,294,0,516
TWIN FALLSTWIN FALLS 4,1,2,3,97,0,0,1,20,0,0,32,0,39,2,119,0,0,48,11,24,285,0,489
TWIN FALLSTWIN FALLS 5,2,6,0,104,1,0,0,21,0,3,20,1,78,3,89,2,2,52,7,10,325,0,490
TWIN FALLSTWIN FALLS 6,0,5,1,108,0,0,0,32,0,0,50,0,78,0,83,1,1,34,0,18,298,0,435
TWIN FALLSTWIN FALLS 7,2,6,0,91,0,0,0,16,0,1,33,0,47,5,115,1,2,25,7,24,277,0,456
TWIN FALLSTWIN FALLS 8,0,1,1,94,0,0,0,16,0,1,23,0,47,0,88,8,0,32,7,11,293,0,439
TWIN FALLSTWIN FALLS 9,1,2,0,105,0,0,0,12,0,0,29,0,70,3,126,4,0,35,8,30,349,0,555
VALLEYABSENTEE,3,6,0,26,3,0,0,14,0,1,35,0,78,2,808,7,5,52,17,73,957,0,1921
VALLEYALPHA,0,2,0,45,0,0,0,11,0,0,14,0,50,1,19,1,1,9,3,2,158,0,194
VALLEYCASCADE,1,3,0,36,0,0,1,18,0,2,16,0,79,2,52,2,1,20,0,6,212,0,295
VALLEYDONNELLY,0,0,0,7,0,0,0,1,0,0,2,0,8,0,10,0,0,5,3,6,24,0,48
VALLEYMCCALL,0,2,1,112,1,1,1,41,0,0,45,0,94,2,471,3,2,37,12,62,430,0,1019
VALLEYPAYETTE,0,1,1,58,1,0,0,33,0,0,17,0,51,1,216,5,1,16,8,24,276,0,547
VALLEYROSEBERRY,1,7,2,123,0,0,0,54,0,0,38,0,155,3,284,7,4,45,7,48,607,0,1005
VALLEYWEST MOUNTAIN,2,2,0,66,0,0,0,24,0,0,19,0,43,2,45,1,0,9,2,9,211,0,279
VALLEYYELLOW PINE,0,2,0,3,0,0,0,1,0,0,2,0,17,0,8,0,0,1,1,0,31,0,41
WASHINGTON01 EATON HALE,0,4,1,89,1,0,0,17,1,0,28,0,109,2,67,1,1,14,2,11,405,0,503
WASHINGTON02 WEST WEISER,0,4,0,54,1,0,0,11,0,1,30,0,57,0,103,3,2,13,4,15,267,0,407
WASHINGTON03 SOUTH WEISER,0,4,0,27,0,0,0,3,0,2,9,0,51,2,69,2,0,9,5,9,188,0,284
WASHINGTON04 WEISER,4,2,0,58,1,0,1,30,1,0,34,1,62,2,115,3,2,22,3,23,276,0,446
WASHINGTON05 MIDDLE WEISER,2,9,0,49,1,0,1,10,0,1,14,0,47,2,69,2,1,12,3,15,227,0,331
WASHINGTON06 EAST WEISER,0,4,1,60,0,0,0,8,0,1,24,0,51,2,55,2,1,14,1,13,207,0,295
WASHINGTON07 MIDVALE,1,9,0,120,0,0,0,11,0,1,14,0,96,3,31,2,0,4,0,3,403,0,446
WASHINGTON08 CAMBRIDGE,1,9,2,121,0,0,0,9,0,1,42,0,72,0,68,2,0,29,2,8,398,0,507
WASHINGTON09 PIONEER,2,7,1,46,1,0,0,16,0,0,24,2,52,1,110,2,1,14,4,18,288,0,438
WASHINGTON10 SUNNYSIDE,1,8,1,98,2,0,1,16,1,2,20,0,88,4,48,2,1,24,1,15,359,0,454
WASHINGTON11 MINERAL,4,8,0,61,0,0,1,14,0,1,22,0,71,4,41,4,0,20,1,8,265,0,343
